User_ID,Date,City,Country,Latitude,Longitude,Sentiment,Message_Full,Message_Preview
User_59735,2025-05-06,Moscow,Russia,55.9886,37.9724,Neutral,How do I change my profile picture? (MsgID: 573),How do I change my profile picture? (MsgID: 573)
User_38785,2025-11-24,Berlin,Germany,52.1843,13.2813,Negative,Error 505 constantly. Please fix. (MsgID: 670),Error 505 constantly. Please fix. (MsgID: 670)
User_14207,2025-06-16,Toronto,Canada,43.0477,-78.9071,Positive,Absolutely love the new features! Great job. (MsgID: 334),Absolutely love the new features! Great job. (MsgI..
User_18675,2025-06-11,Dubai,UAE,24.7623,54.7923,Neutral,Testing the message function. (MsgID: 374),Testing the message function. (MsgID: 374)
User_37869,2025-10-18,Paris,France,49.1905,2.4708,Neutral,"Update installed, no visible changes. (MsgID: 422)","Update installed, no visible changes. (MsgID: 422)"
User_70142,2025-09-13,Toronto,Canada,43.7957,-79.605,Neutral,Testing the message function. (MsgID: 758),Testing the message function. (MsgID: 758)
User_83579,2025-05-16,Tokyo,Japan,36.2744,139.7856,Neutral,How do I change my profile picture? (MsgID: 352),How do I change my profile picture? (MsgID: 352)
User_66155,2025-05-15,Moscow,Russia,54.7079,37.9461,Positive,Works perfectly on my new phone. (MsgID: 698),Works perfectly on my new phone. (MsgID: 698)
User_28131,2025-07-24,Cape Town,South Africa,-34.4924,18.8411,Neutral,Is the server down for maintenance? (MsgID: 324),Is the server down for maintenance? (MsgID: 324)
User_16175,2025-09-10,Moscow,Russia,55.6679,37.7601,Neutral,"Just signed up, looking around. (MsgID: 873)","Just signed up, looking around. (MsgID: 873)"
User_30969,2025-02-26,Los Angeles,USA,33.7365,-117.9462,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 742)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_18326,2025-12-15,Dubai,UAE,24.8814,55.0701,Negative,I hate the new interface design. (MsgID: 710),I hate the new interface design. (MsgID: 710)
User_79352,2025-07-15,Sao Paulo,Brazil,-23.3499,-46.17,Negative,Subscription is too expensive for this. (MsgID: 579),Subscription is too expensive for this. (MsgID: 57..
User_25014,2025-10-11,Berlin,Germany,52.3081,13.6103,Negative,App crashes when I try to upload photos. (MsgID: 796),App crashes when I try to upload photos. (MsgID: 7..
User_94012,2025-10-02,Toronto,Canada,44.1997,-79.2768,Negative,Why is it so slow in Toronto? (MsgID: 887),Why is it so slow in Toronto? (MsgID: 887)
User_30730,2025-02-27,Mumbai,India,18.7952,72.7466,Positive,Sending love from Mumbai! ❤️ (MsgID: 545),Sending love from Mumbai! ❤️ (MsgID: 545)
User_44522,2025-01-02,Sydney,Australia,-33.3593,151.0925,Negative,Error 505 constantly. Please fix. (MsgID: 996),Error 505 constantly. Please fix. (MsgID: 996)
User_91959,2025-04-02,Moscow,Russia,55.7578,37.5235,Neutral,"Hello everyone, new user here. (MsgID: 208)","Hello everyone, new user here. (MsgID: 208)"
User_36071,2025-11-24,Berlin,Germany,52.3618,13.2893,Positive,Support team was super helpful today. (MsgID: 723),Support team was super helpful today. (MsgID: 723)
User_79514,2025-07-11,Tokyo,Japan,35.6117,139.8119,Neutral,How do I change my profile picture? (MsgID: 652),How do I change my profile picture? (MsgID: 652)
User_12552,2025-11-03,New York,USA,40.3356,-73.4444,Negative,Why is it so slow in New York? (MsgID: 600),Why is it so slow in New York? (MsgID: 600)
User_17592,2025-07-05,London,UK,50.7399,-0.1384,Positive,Sending love from London! ❤️ (MsgID: 345),Sending love from London! ❤️ (MsgID: 345)
User_73699,2025-10-18,Paris,France,48.8975,2.1792,Neutral,"Just signed up, looking around. (MsgID: 187)","Just signed up, looking around. (MsgID: 187)"
User_26483,2025-02-05,Los Angeles,USA,33.9753,-118.1231,Positive,Support team was super helpful today. (MsgID: 884),Support team was super helpful today. (MsgID: 884)
User_31643,2025-12-04,Tokyo,Japan,35.8121,139.6473,Positive,Best application I've used in a while. (MsgID: 662),Best application I've used in a while. (MsgID: 662..
User_37760,2025-09-28,Berlin,Germany,52.9771,13.7058,Positive,Support team was super helpful today. (MsgID: 533),Support team was super helpful today. (MsgID: 533)
User_50857,2025-12-20,Moscow,Russia,55.4351,38.1709,Neutral,How do I change my profile picture? (MsgID: 830),How do I change my profile picture? (MsgID: 830)
User_67422,2025-12-10,Sao Paulo,Brazil,-23.3158,-45.7571,Positive,Works perfectly on my new phone. (MsgID: 482),Works perfectly on my new phone. (MsgID: 482)
User_39451,2025-08-20,Moscow,Russia,55.5584,37.9866,Positive,Absolutely love the new features! Great job. (MsgID: 353),Absolutely love the new features! Great job. (MsgI..
User_82603,2025-06-23,London,UK,51.5473,-0.3292,Neutral,"Just signed up, looking around. (MsgID: 702)","Just signed up, looking around. (MsgID: 702)"
User_19305,2025-10-29,Paris,France,48.8603,2.206,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 107)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_18834,2025-11-20,Singapore,Singapore,0.9272,104.0092,Neutral,"Just signed up, looking around. (MsgID: 334)","Just signed up, looking around. (MsgID: 334)"
User_41195,2025-06-19,New York,USA,40.961,-74.0704,Positive,Absolutely love the new features! Great job. (MsgID: 626),Absolutely love the new features! Great job. (MsgI..
User_80678,2025-12-09,Berlin,Germany,52.2067,13.2762,Negative,I hate the new interface design. (MsgID: 319),I hate the new interface design. (MsgID: 319)
User_41850,2025-10-20,Tokyo,Japan,35.5335,139.8727,Neutral,"Hello everyone, new user here. (MsgID: 584)","Hello everyone, new user here. (MsgID: 584)"
User_22363,2025-08-31,Dubai,UAE,25.2958,55.7937,Neutral,Testing the message function. (MsgID: 294),Testing the message function. (MsgID: 294)
User_65519,2025-12-04,London,UK,51.3776,-0.2101,Negative,I hate the new interface design. (MsgID: 462),I hate the new interface design. (MsgID: 462)
User_98259,2025-08-28,Sao Paulo,Brazil,-23.4465,-46.3206,Positive,Works perfectly on my new phone. (MsgID: 155),Works perfectly on my new phone. (MsgID: 155)
User_62772,2025-11-27,Toronto,Canada,44.1708,-79.6939,Negative,App crashes when I try to upload photos. (MsgID: 162),App crashes when I try to upload photos. (MsgID: 1..
User_35112,2025-06-23,Singapore,Singapore,1.4523,103.9584,Neutral,"Just signed up, looking around. (MsgID: 354)","Just signed up, looking around. (MsgID: 354)"
User_65296,2025-10-02,Paris,France,48.9471,2.6912,Positive,Best application I've used in a while. (MsgID: 243),Best application I've used in a while. (MsgID: 243..
User_19880,2025-05-23,Tokyo,Japan,35.7934,139.3646,Positive,Best application I've used in a while. (MsgID: 355),Best application I've used in a while. (MsgID: 355..
User_95477,2025-10-09,Sydney,Australia,-33.7989,150.7226,Neutral,"Just signed up, looking around. (MsgID: 151)","Just signed up, looking around. (MsgID: 151)"
User_40982,2025-01-08,Moscow,Russia,55.2793,37.8799,Neutral,"Just signed up, looking around. (MsgID: 871)","Just signed up, looking around. (MsgID: 871)"
User_38016,2025-07-28,Tokyo,Japan,35.3757,139.1981,Neutral,Testing the message function. (MsgID: 592),Testing the message function. (MsgID: 592)
User_59672,2025-07-25,Los Angeles,USA,34.4376,-118.0786,Neutral,"Just signed up, looking around. (MsgID: 268)","Just signed up, looking around. (MsgID: 268)"
User_69638,2025-07-19,New York,USA,40.3657,-73.9477,Positive,Sending love from New York! ❤️ (MsgID: 902),Sending love from New York! ❤️ (MsgID: 902)
User_82845,2025-08-05,Berlin,Germany,52.1642,13.0787,Negative,Error 505 constantly. Please fix. (MsgID: 848),Error 505 constantly. Please fix. (MsgID: 848)
User_48890,2025-09-07,Toronto,Canada,44.0025,-79.4428,Neutral,How do I change my profile picture? (MsgID: 294),How do I change my profile picture? (MsgID: 294)
User_81066,2025-01-30,Paris,France,48.8618,2.9336,Neutral,"Hello everyone, new user here. (MsgID: 853)","Hello everyone, new user here. (MsgID: 853)"
User_86569,2025-06-10,New York,USA,40.1502,-74.0198,Neutral,"Just signed up, looking around. (MsgID: 151)","Just signed up, looking around. (MsgID: 151)"
User_17455,2025-09-15,Sydney,Australia,-34.2972,151.4023,Negative,Subscription is too expensive for this. (MsgID: 261),Subscription is too expensive for this. (MsgID: 26..
User_87992,2025-02-11,Moscow,Russia,55.7061,37.9134,Negative,Login is broken again... (MsgID: 170),Login is broken again... (MsgID: 170)
User_25713,2025-12-12,London,UK,51.1687,-0.7337,Negative,Login is broken again... (MsgID: 513),Login is broken again... (MsgID: 513)
User_15209,2025-05-07,Cape Town,South Africa,-34.2953,18.2189,Neutral,"Hello everyone, new user here. (MsgID: 708)","Hello everyone, new user here. (MsgID: 708)"
User_86503,2025-02-11,Cape Town,South Africa,-33.8556,18.5782,Neutral,Testing the message function. (MsgID: 773),Testing the message function. (MsgID: 773)
User_36772,2025-09-25,Cape Town,South Africa,-33.8325,18.1005,Negative,Why is it so slow in Cape Town? (MsgID: 367),Why is it so slow in Cape Town? (MsgID: 367)
User_61876,2025-06-10,Toronto,Canada,43.6743,-79.8042,Negative,Login is broken again... (MsgID: 371),Login is broken again... (MsgID: 371)
User_69929,2025-12-10,Tokyo,Japan,36.0252,140.0768,Neutral,"Update installed, no visible changes. (MsgID: 407)","Update installed, no visible changes. (MsgID: 407)"
User_91416,2025-02-07,Mumbai,India,18.5249,72.5026,Negative,App crashes when I try to upload photos. (MsgID: 569),App crashes when I try to upload photos. (MsgID: 5..
User_37938,2025-02-21,Cape Town,South Africa,-33.8031,18.527,Negative,App crashes when I try to upload photos. (MsgID: 650),App crashes when I try to upload photos. (MsgID: 6..
User_19016,2025-05-16,Moscow,Russia,55.9618,39.1584,Neutral,How do I change my profile picture? (MsgID: 457),How do I change my profile picture? (MsgID: 457)
User_67433,2025-07-09,Paris,France,49.389,2.7475,Neutral,Is the server down for maintenance? (MsgID: 261),Is the server down for maintenance? (MsgID: 261)
User_90173,2025-10-06,Los Angeles,USA,33.9261,-117.9401,Positive,Works perfectly on my new phone. (MsgID: 409),Works perfectly on my new phone. (MsgID: 409)
User_97538,2025-12-01,Dubai,UAE,25.2708,54.9284,Positive,Support team was super helpful today. (MsgID: 108),Support team was super helpful today. (MsgID: 108)
User_23577,2025-10-11,Los Angeles,USA,34.9781,-118.9906,Positive,Sending love from Los Angeles! ❤️ (MsgID: 779),Sending love from Los Angeles! ❤️ (MsgID: 779)
User_82512,2025-05-16,Tokyo,Japan,35.5104,139.6824,Positive,Absolutely love the new features! Great job. (MsgID: 209),Absolutely love the new features! Great job. (MsgI..
User_37607,2025-05-20,Tokyo,Japan,35.4874,140.0859,Positive,Sending love from Tokyo! ❤️ (MsgID: 719),Sending love from Tokyo! ❤️ (MsgID: 719)
User_93130,2025-06-25,Singapore,Singapore,1.9763,103.8712,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 803)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_42914,2025-05-16,Los Angeles,USA,33.7601,-118.1571,Positive,Support team was super helpful today. (MsgID: 600),Support team was super helpful today. (MsgID: 600)
User_65518,2025-01-27,Los Angeles,USA,35.0078,-117.5063,Neutral,"Just signed up, looking around. (MsgID: 749)","Just signed up, looking around. (MsgID: 749)"
User_53719,2025-05-22,Los Angeles,USA,33.2421,-118.1691,Neutral,"Just signed up, looking around. (MsgID: 103)","Just signed up, looking around. (MsgID: 103)"
User_31178,2025-03-08,Dubai,UAE,25.027,54.6031,Positive,Works perfectly on my new phone. (MsgID: 368),Works perfectly on my new phone. (MsgID: 368)
User_66057,2025-08-15,Singapore,Singapore,1.5541,104.1661,Neutral,"Hello everyone, new user here. (MsgID: 822)","Hello everyone, new user here. (MsgID: 822)"
User_29536,2025-01-05,Moscow,Russia,55.6221,37.4902,Positive,Absolutely love the new features! Great job. (MsgID: 177),Absolutely love the new features! Great job. (MsgI..
User_82420,2025-01-19,Moscow,Russia,56.462,37.7793,Neutral,Is the server down for maintenance? (MsgID: 696),Is the server down for maintenance? (MsgID: 696)
User_50404,2025-08-09,Tokyo,Japan,35.8271,140.3108,Neutral,How do I change my profile picture? (MsgID: 142),How do I change my profile picture? (MsgID: 142)
User_99399,2025-01-21,Mumbai,India,18.4683,72.684,Positive,Sending love from Mumbai! ❤️ (MsgID: 315),Sending love from Mumbai! ❤️ (MsgID: 315)
User_83385,2025-12-08,Paris,France,48.7616,3.101,Positive,Absolutely love the new features! Great job. (MsgID: 462),Absolutely love the new features! Great job. (MsgI..
User_30257,2025-07-28,Los Angeles,USA,32.7557,-118.6535,Positive,Support team was super helpful today. (MsgID: 867),Support team was super helpful today. (MsgID: 867)
User_13248,2025-03-25,Paris,France,48.0586,1.8321,Neutral,How do I change my profile picture? (MsgID: 522),How do I change my profile picture? (MsgID: 522)
User_97806,2025-06-20,Tokyo,Japan,35.5002,139.7026,Positive,Best application I've used in a while. (MsgID: 921),Best application I've used in a while. (MsgID: 921..
User_24168,2025-05-08,Los Angeles,USA,34.0756,-117.3045,Negative,Why is it so slow in Los Angeles? (MsgID: 263),Why is it so slow in Los Angeles? (MsgID: 263)
User_36158,2025-01-20,Sao Paulo,Brazil,-23.9431,-46.4485,Positive,Best application I've used in a while. (MsgID: 327),Best application I've used in a while. (MsgID: 327..
User_39831,2025-08-24,Los Angeles,USA,33.9712,-118.2193,Neutral,Is the server down for maintenance? (MsgID: 412),Is the server down for maintenance? (MsgID: 412)
User_62227,2025-01-13,Paris,France,48.902,2.6171,Positive,Works perfectly on my new phone. (MsgID: 297),Works perfectly on my new phone. (MsgID: 297)
User_46585,2025-05-23,Mumbai,India,18.8299,73.7222,Neutral,"Just signed up, looking around. (MsgID: 891)","Just signed up, looking around. (MsgID: 891)"
User_99065,2025-11-25,Mumbai,India,19.0153,73.113,Negative,Subscription is too expensive for this. (MsgID: 509),Subscription is too expensive for this. (MsgID: 50..
User_25118,2025-10-02,Los Angeles,USA,33.8576,-118.1607,Positive,Sending love from Los Angeles! ❤️ (MsgID: 128),Sending love from Los Angeles! ❤️ (MsgID: 128)
User_15014,2025-04-02,Berlin,Germany,52.2843,13.7448,Positive,Support team was super helpful today. (MsgID: 371),Support team was super helpful today. (MsgID: 371)
User_51114,2025-11-02,London,UK,51.8882,0.4532,Negative,I hate the new interface design. (MsgID: 453),I hate the new interface design. (MsgID: 453)
User_60488,2025-11-07,Sao Paulo,Brazil,-23.2254,-46.3814,Positive,Support team was super helpful today. (MsgID: 218),Support team was super helpful today. (MsgID: 218)
User_67154,2025-04-08,Cape Town,South Africa,-33.7042,18.14,Negative,Why is it so slow in Cape Town? (MsgID: 145),Why is it so slow in Cape Town? (MsgID: 145)
User_97900,2025-09-24,New York,USA,40.7044,-73.9591,Positive,Support team was super helpful today. (MsgID: 803),Support team was super helpful today. (MsgID: 803)
User_97062,2025-07-06,Paris,France,48.5889,2.817,Negative,I hate the new interface design. (MsgID: 171),I hate the new interface design. (MsgID: 171)
User_26334,2025-11-16,Mumbai,India,18.9889,73.3172,Neutral,Is the server down for maintenance? (MsgID: 779),Is the server down for maintenance? (MsgID: 779)
User_97410,2025-06-03,Singapore,Singapore,1.1889,103.9244,Negative,Subscription is too expensive for this. (MsgID: 416),Subscription is too expensive for this. (MsgID: 41..
User_48752,2025-06-17,Sao Paulo,Brazil,-23.0283,-46.6249,Positive,Best application I've used in a while. (MsgID: 813),Best application I've used in a while. (MsgID: 813..
User_97153,2025-03-07,Moscow,Russia,55.6601,37.9589,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 530)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_90676,2025-12-13,Sao Paulo,Brazil,-23.4208,-46.6854,Negative,Error 505 constantly. Please fix. (MsgID: 278),Error 505 constantly. Please fix. (MsgID: 278)
User_10053,2025-06-04,Cape Town,South Africa,-33.16,18.8502,Neutral,Testing the message function. (MsgID: 661),Testing the message function. (MsgID: 661)
User_86019,2025-05-27,Berlin,Germany,52.1176,12.9193,Neutral,How do I change my profile picture? (MsgID: 540),How do I change my profile picture? (MsgID: 540)
User_67905,2025-12-02,Cape Town,South Africa,-33.6166,18.6909,Neutral,Is the server down for maintenance? (MsgID: 576),Is the server down for maintenance? (MsgID: 576)
User_72021,2025-12-12,Sydney,Australia,-33.8737,150.8504,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 623)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_47196,2025-03-28,Dubai,UAE,24.3688,55.979,Negative,Error 505 constantly. Please fix. (MsgID: 186),Error 505 constantly. Please fix. (MsgID: 186)
User_53933,2025-12-06,Moscow,Russia,55.4256,37.4887,Positive,Works perfectly on my new phone. (MsgID: 734),Works perfectly on my new phone. (MsgID: 734)
User_39444,2025-05-01,London,UK,51.7529,0.4154,Positive,Works perfectly on my new phone. (MsgID: 417),Works perfectly on my new phone. (MsgID: 417)
User_16057,2025-04-12,Dubai,UAE,25.3028,55.068,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 125)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_19545,2025-09-01,Paris,France,49.0802,2.7012,Positive,Support team was super helpful today. (MsgID: 970),Support team was super helpful today. (MsgID: 970)
User_35485,2025-08-01,Sydney,Australia,-34.448,150.6463,Negative,Error 505 constantly. Please fix. (MsgID: 689),Error 505 constantly. Please fix. (MsgID: 689)
User_62383,2025-12-23,Singapore,Singapore,1.0864,104.3638,Positive,Best application I've used in a while. (MsgID: 606),Best application I've used in a while. (MsgID: 606..
User_10726,2025-03-17,Paris,France,48.981,2.9423,Neutral,"Update installed, no visible changes. (MsgID: 804)","Update installed, no visible changes. (MsgID: 804)"
User_33053,2025-02-24,Dubai,UAE,25.0839,55.269,Neutral,Testing the message function. (MsgID: 324),Testing the message function. (MsgID: 324)
User_16582,2025-12-23,Dubai,UAE,25.3339,54.9399,Neutral,"Hello everyone, new user here. (MsgID: 575)","Hello everyone, new user here. (MsgID: 575)"
User_27477,2025-05-08,Moscow,Russia,55.9529,37.6528,Positive,Absolutely love the new features! Great job. (MsgID: 567),Absolutely love the new features! Great job. (MsgI..
User_83259,2025-08-26,Dubai,UAE,25.4809,55.1103,Positive,Works perfectly on my new phone. (MsgID: 643),Works perfectly on my new phone. (MsgID: 643)
User_76162,2025-06-12,Cape Town,South Africa,-33.897,18.8175,Negative,I hate the new interface design. (MsgID: 727),I hate the new interface design. (MsgID: 727)
User_72216,2025-10-08,Sao Paulo,Brazil,-23.5114,-46.9425,Negative,I hate the new interface design. (MsgID: 262),I hate the new interface design. (MsgID: 262)
User_93579,2025-05-13,Sydney,Australia,-32.9585,151.3718,Neutral,How do I change my profile picture? (MsgID: 960),How do I change my profile picture? (MsgID: 960)
User_41358,2025-09-24,Berlin,Germany,53.3813,13.0981,Neutral,Testing the message function. (MsgID: 741),Testing the message function. (MsgID: 741)
User_47450,2025-08-14,Berlin,Germany,52.4756,13.7955,Neutral,"Just signed up, looking around. (MsgID: 830)","Just signed up, looking around. (MsgID: 830)"
User_80798,2025-05-20,Paris,France,48.5207,2.1124,Neutral,Is the server down for maintenance? (MsgID: 427),Is the server down for maintenance? (MsgID: 427)
User_60205,2025-03-12,London,UK,51.9204,-0.8519,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 336)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_18418,2025-03-20,Singapore,Singapore,1.4888,104.5703,Positive,Works perfectly on my new phone. (MsgID: 319),Works perfectly on my new phone. (MsgID: 319)
User_71069,2025-07-28,Sao Paulo,Brazil,-23.322,-46.2451,Positive,Sending love from Sao Paulo! ❤️ (MsgID: 655),Sending love from Sao Paulo! ❤️ (MsgID: 655)
User_65069,2025-02-01,Sao Paulo,Brazil,-24.0786,-45.9007,Negative,Login is broken again... (MsgID: 952),Login is broken again... (MsgID: 952)
User_85456,2025-10-27,Sao Paulo,Brazil,-23.5799,-46.7462,Negative,Error 505 constantly. Please fix. (MsgID: 120),Error 505 constantly. Please fix. (MsgID: 120)
User_49139,2025-09-02,Sao Paulo,Brazil,-24.2358,-46.0918,Negative,App crashes when I try to upload photos. (MsgID: 460),App crashes when I try to upload photos. (MsgID: 4..
User_81582,2025-07-19,Dubai,UAE,25.3151,55.3823,Neutral,Testing the message function. (MsgID: 651),Testing the message function. (MsgID: 651)
User_38760,2025-11-05,Dubai,UAE,24.567,55.031,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 599)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_60968,2025-08-12,Berlin,Germany,52.6238,13.5259,Negative,I hate the new interface design. (MsgID: 129),I hate the new interface design. (MsgID: 129)
User_62994,2025-12-09,Mumbai,India,19.0781,72.8965,Neutral,"Update installed, no visible changes. (MsgID: 917)","Update installed, no visible changes. (MsgID: 917)"
User_91560,2025-03-26,Singapore,Singapore,1.2269,103.1802,Positive,Best application I've used in a while. (MsgID: 230),Best application I've used in a while. (MsgID: 230..
User_83975,2025-01-14,Moscow,Russia,55.8039,37.8231,Positive,Best application I've used in a while. (MsgID: 706),Best application I've used in a while. (MsgID: 706..
User_66179,2025-01-14,Toronto,Canada,44.0752,-78.7305,Positive,Absolutely love the new features! Great job. (MsgID: 758),Absolutely love the new features! Great job. (MsgI..
User_44099,2025-08-25,Tokyo,Japan,35.8091,139.3509,Neutral,How do I change my profile picture? (MsgID: 151),How do I change my profile picture? (MsgID: 151)
User_52840,2025-06-17,Sao Paulo,Brazil,-23.5046,-46.0128,Negative,Login is broken again... (MsgID: 565),Login is broken again... (MsgID: 565)
User_65255,2025-07-14,Mumbai,India,19.9003,73.5798,Negative,Why is it so slow in Mumbai? (MsgID: 870),Why is it so slow in Mumbai? (MsgID: 870)
User_80702,2025-02-11,Berlin,Germany,52.1118,13.2974,Positive,Best application I've used in a while. (MsgID: 119),Best application I've used in a while. (MsgID: 119..
User_18993,2025-06-29,New York,USA,40.971,-73.4585,Neutral,How do I change my profile picture? (MsgID: 765),How do I change my profile picture? (MsgID: 765)
User_14067,2025-11-30,Dubai,UAE,25.0313,55.1339,Positive,Absolutely love the new features! Great job. (MsgID: 872),Absolutely love the new features! Great job. (MsgI..
User_29973,2025-04-13,Paris,France,49.28,1.6487,Positive,Absolutely love the new features! Great job. (MsgID: 736),Absolutely love the new features! Great job. (MsgI..
User_24993,2025-03-06,Paris,France,49.211,2.2974,Positive,Best application I've used in a while. (MsgID: 785),Best application I've used in a while. (MsgID: 785..
User_43586,2025-04-22,Cape Town,South Africa,-33.324,18.4537,Positive,Best application I've used in a while. (MsgID: 816),Best application I've used in a while. (MsgID: 816..
User_89593,2025-07-08,Dubai,UAE,25.5974,55.4031,Negative,Login is broken again... (MsgID: 720),Login is broken again... (MsgID: 720)
User_24168,2025-02-28,Singapore,Singapore,0.6707,103.7976,Neutral,How do I change my profile picture? (MsgID: 418),How do I change my profile picture? (MsgID: 418)
User_98781,2025-01-14,Cape Town,South Africa,-33.9274,18.5853,Positive,Sending love from Cape Town! ❤️ (MsgID: 689),Sending love from Cape Town! ❤️ (MsgID: 689)
User_19961,2025-07-23,Sao Paulo,Brazil,-24.0723,-46.3654,Positive,Works perfectly on my new phone. (MsgID: 303),Works perfectly on my new phone. (MsgID: 303)
User_23356,2025-12-20,Cape Town,South Africa,-34.3654,18.6192,Positive,Works perfectly on my new phone. (MsgID: 348),Works perfectly on my new phone. (MsgID: 348)
User_25866,2025-06-04,Singapore,Singapore,1.327,104.2019,Neutral,"Update installed, no visible changes. (MsgID: 714)","Update installed, no visible changes. (MsgID: 714)"
User_79827,2025-10-17,Dubai,UAE,25.0261,55.0805,Positive,Absolutely love the new features! Great job. (MsgID: 455),Absolutely love the new features! Great job. (MsgI..
User_76317,2025-12-05,Sao Paulo,Brazil,-23.7626,-46.9504,Positive,Sending love from Sao Paulo! ❤️ (MsgID: 170),Sending love from Sao Paulo! ❤️ (MsgID: 170)
User_65057,2025-06-24,Toronto,Canada,43.0774,-79.4236,Positive,Absolutely love the new features! Great job. (MsgID: 969),Absolutely love the new features! Great job. (MsgI..
User_57472,2025-09-08,Los Angeles,USA,34.8381,-118.2296,Positive,Absolutely love the new features! Great job. (MsgID: 543),Absolutely love the new features! Great job. (MsgI..
User_67080,2025-08-24,Toronto,Canada,43.8568,-78.8651,Positive,Works perfectly on my new phone. (MsgID: 256),Works perfectly on my new phone. (MsgID: 256)
User_90728,2025-09-25,Tokyo,Japan,35.6313,139.5619,Negative,Error 505 constantly. Please fix. (MsgID: 376),Error 505 constantly. Please fix. (MsgID: 376)
User_67091,2025-10-03,Dubai,UAE,24.9102,55.5026,Positive,Best application I've used in a while. (MsgID: 576),Best application I've used in a while. (MsgID: 576..
User_42177,2025-10-31,Los Angeles,USA,33.9422,-119.1645,Neutral,Is the server down for maintenance? (MsgID: 430),Is the server down for maintenance? (MsgID: 430)
User_41963,2025-02-14,Los Angeles,USA,33.8016,-119.1206,Neutral,Is the server down for maintenance? (MsgID: 561),Is the server down for maintenance? (MsgID: 561)
